[ 2012-03-24T20:00:44+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001553s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001657s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003682s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `id` = '25' )  [ RunTime:0.004517s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT `bookClassId` FROM `books` WHERE ( `id` = '25' ) LIMIT 1   [ RunTime:0.000499s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004755s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `bookclass` WHERE ( `id` = '6' )  [ RunTime:0.003721s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.002613s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002720s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.029414s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029522s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.001394s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.002215s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001224s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.001466s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006580s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.005136s ]
[ 2012-03-24T21:25:38+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.005273s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.002011s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002160s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.006188s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.006308s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003934s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `id` = '25' )  [ RunTime:0.226585s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT `bookClassId` FROM `books` WHERE ( `id` = '25' ) LIMIT 1   [ RunTime:0.000375s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004039s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `bookclass` WHERE ( `id` = '6' )  [ RunTime:0.004881s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `bookclass` WHERE ( `id` <> '6' )  [ RunTime:0.000471s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.002369s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002465s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.029307s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.029420s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.001402s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.001569s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001219s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.001483s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005947s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.005571s ]
[ 2012-03-24T21:29:34+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.005675s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run CheckRoute Behavior [ RunTime:0.002015s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002159s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000850s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000950s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004155s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `books` WHERE ( `id` = '25' )  [ RunTime:0.108983s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT `bookClassId` FROM `books` WHERE ( `id` = '25' ) LIMIT 1   [ RunTime:0.000421s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004052s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `bookclass` WHERE ( `id` = '6' )  [ RunTime:0.003254s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | SQL: SELECT * FROM `bookclass` WHERE ( `id` <> '6' )  [ RunTime:0.000450s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run LocationTemplate Behavior [ RunTime:0.000892s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000986s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ParseTemplate Behavior [ RunTime:0.023959s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024066s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ContentReplace Behavior [ RunTime:0.000692s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run TokenBuild Behavior [ RunTime:0.000725s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000540s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowRuntime Behavior [ RunTime:0.000760s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003010s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Run ShowPageTrace Behavior [ RunTime:0.004467s ]
[ 2012-03-24T21:29:37+08:00 ] /www/read/Author/novel_edit?id=25 | INFO: Tag[ view_end ] --END-- [ RunTime:0.004569s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.001325s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.001465s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000860s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000961s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004414s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.004056s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.001524s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.001620s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.019415s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019521s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.000669s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.000700s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000482s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.000757s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002855s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.004710s ]
[ 2012-03-24T21:29:46+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.004828s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001330s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001496s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000854s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000951s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004327s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003996s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.001527s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.001656s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.018874s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018979s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000679s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000648s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000467s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000744s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002781s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.004460s ]
[ 2012-03-24T21:29:50+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.004561s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run CheckRoute Behavior [ RunTime:0.001420s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001690s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001083s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001194s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004565s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | SQL: SELECT * FROM `books` WHERE ( `id` = '26' )  [ RunTime:0.003888s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | SQL: SELECT `bookClassId` FROM `books` WHERE ( `id` = '26' ) LIMIT 1   [ RunTime:0.000420s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004598s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | SQL: SELECT * FROM `bookclass` WHERE ( `id` = '5' )  [ RunTime:0.003608s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | SQL: SELECT * FROM `bookclass` WHERE ( `id` <> '5' )  [ RunTime:0.000466s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run LocationTemplate Behavior [ RunTime:0.000734s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000820s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run ParseTemplate Behavior [ RunTime:0.022308s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022412s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run ContentReplace Behavior [ RunTime:0.000693s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run TokenBuild Behavior [ RunTime:0.000713s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000637s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run ShowRuntime Behavior [ RunTime:0.000857s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003171s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Run ShowPageTrace Behavior [ RunTime:0.004642s ]
[ 2012-03-24T21:29:52+08:00 ] /www/read/Author/novel_edit?id=26 | INFO: Tag[ view_end ] --END-- [ RunTime:0.004757s ]
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.001320s ]
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.001529s ]
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000852s ]
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000949s ]
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | SQL: SHOW COLUMNS FROM `bookclass` [ RunTime:0.004473s ]
[ 2012-03-24T21:29:55+08:00 ] /www/read/Author/add_Novel | SQL: SELECT * FROM `bookclass`  [ RunTime:0.003875s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Run LocationTemplate Behavior [ RunTime:0.000747s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_template ] --END-- [ RunTime:0.000837s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Run ParseTemplate Behavior [ RunTime:0.019279s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019384s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Run ContentReplace Behavior [ RunTime:0.000687s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Run TokenBuild Behavior [ RunTime:0.000710s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000504s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowRuntime Behavior [ RunTime:0.000744s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002888s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Run ShowPageTrace Behavior [ RunTime:0.004609s ]
[ 2012-03-24T21:29:56+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ view_end ] --END-- [ RunTime:0.004733s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Run CheckRoute Behavior [ RunTime:0.001405s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001547s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ app_begin ] --START--
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001070s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001239s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004446s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | SQL: INSERT INTO `books` (`bookTitle`,`bookDescribe`,`bookClassId`,`bookType`,`bookAuthorId`) VALUES ('ys','ts','7','0','22') [ RunTime:0.003511s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_template ] --START--
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Run LocationTemplate Behavior [ RunTime:0.002201s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.002306s ]
[ 2012-03-24T21:30:02+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_parse ] --START--
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Run ParseTemplate Behavior [ RunTime:0.048212s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.048326s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_filter ] --START--
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Run ContentReplace Behavior [ RunTime:0.000629s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Run TokenBuild Behavior [ RunTime:0.000649s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000463s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000719s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002723s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_end ] --START--
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.004511s ]
[ 2012-03-24T21:30:03+08:00 ] /www/read/Author/add_novel/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.004622s ]
[ 2012-03-24T21:30:04+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --START--
[ 2012-03-24T21:30:04+08:00 ] /www/read/Author/add_Novel | INFO: Run CheckRoute Behavior [ RunTime:0.001319s ]
[ 2012-03-24T21:30:04+08:00 ] /www/read/Author/add_Novel | INFO: Tag[ route_check ] --END-- [ RunTime:0.001462s ]
