[ 2012-03-25T00:00:20+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Run LocationTemplate Behavior [ RunTime:0.003487s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.003712s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Run ParseTemplate Behavior [ RunTime:0.028817s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028969s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Run ContentReplace Behavior [ RunTime:0.001320s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Run TokenBuild Behavior [ RunTime:0.001340s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002232s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Run ShowRuntime Behavior [ RunTime:0.001547s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006722s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.005514s ]
[ 2012-03-25T10:37:13+08:00 ] /www/read/Author/add_content/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.005728s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001310s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.001448s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000848s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000945s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004693s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.002881s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.000717s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.000805s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.019018s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019121s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000656s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.000683s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000460s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000710s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002752s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.003477s ]
[ 2012-03-25T10:37:14+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.003593s ]
[ 2012-03-25T11:30:42+08:00 ] /www/read/Author | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:30:42+08:00 ] /www/read/Author | INFO: Run CheckRoute Behavior [ RunTime:0.009276s ]
[ 2012-03-25T11:30:42+08:00 ] /www/read/Author | INFO: Tag[ route_check ] --END-- [ RunTime:0.009735s ]
[ 2012-03-25T11:30:42+08:00 ] /www/read/Author | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:30:42+08:00 ] /www/read/Author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.007949s ]
[ 2012-03-25T11:30:42+08:00 ] /www/read/Author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.008058s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run CheckRoute Behavior [ RunTime:0.001243s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001386s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000837s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000932s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  userName functions.php 第 441 行.
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | NOTIC: [8] Undefined index:  logout functions.php 第 441 行.
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run LocationTemplate Behavior [ RunTime:0.031525s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.031627s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run ParseTemplate Behavior [ RunTime:0.112005s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.112113s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run ContentReplace Behavior [ RunTime:0.005617s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run TokenBuild Behavior [ RunTime:0.011396s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.005234s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run ShowRuntime Behavior [ RunTime:0.006514s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.029115s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.011688s ]
[ 2012-03-25T11:30:43+08:00 ] /www/read/author/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.011807s ]
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | INFO: Run CheckRoute Behavior [ RunTime:0.001239s ]
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | INFO: Tag[ route_check ] --END-- [ RunTime:0.001379s ]
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000855s ]
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000953s ]
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.042446s ]
[ 2012-03-25T11:30:52+08:00 ] /www/read/Author/check | SQL: SELECT `id` FROM `user` WHERE ( `userName` = 'author' ) AND ( `userPass` = 'author' ) AND ( `state` = 1 ) AND ( `userType` = 1 ) LIMIT 1   [ RunTime:0.014337s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run CheckRoute Behavior [ RunTime:0.001425s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ route_check ] --END-- [ RunTime:0.001573s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000839s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000935s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run LocationTemplate Behavior [ RunTime:0.001521s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_template ] --END-- [ RunTime:0.001633s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run ParseTemplate Behavior [ RunTime:0.070887s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_parse ] --END-- [ RunTime:0.071001s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run ContentReplace Behavior [ RunTime:0.000683s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run TokenBuild Behavior [ RunTime:0.000629s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000451s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run ShowRuntime Behavior [ RunTime:0.000687s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002704s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Run ShowPageTrace Behavior [ RunTime:0.003260s ]
[ 2012-03-25T11:30:53+08:00 ] /www/read/author | INFO: Tag[ view_end ] --END-- [ RunTime:0.003357s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001854s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.002053s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001164s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001309s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.017252s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.007058s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.002043s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.002162s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.025929s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026052s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000755s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.001432s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000618s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000969s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004076s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.004576s ]
[ 2012-03-25T11:30:55+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.004686s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001334s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.001479s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000931s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001033s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004623s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003460s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.000752s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.000842s ]
[ 2012-03-25T11:31:52+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.018614s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018719s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000656s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.000683s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000460s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000709s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002755s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.003442s ]
[ 2012-03-25T11:31:53+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.003546s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001256s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001400s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000840s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000938s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004363s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.006873s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.001685s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.001830s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.023242s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023357s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000634s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000639s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000443s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000694s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002661s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.003441s ]
[ 2012-03-25T11:31:54+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.003547s ]
[ 2012-03-25T11:31:58+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:31:58+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001267s ]
[ 2012-03-25T11:31:58+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.001411s ]
[ 2012-03-25T11:31:58+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:31:58+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000836s ]
[ 2012-03-25T11:31:58+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000932s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004636s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003667s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Run LocationTemplate Behavior [ RunTime:0.000718s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_template ] --END-- [ RunTime:0.000807s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Run ParseTemplate Behavior [ RunTime:0.019350s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019455s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Run ContentReplace Behavior [ RunTime:0.000677s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Run TokenBuild Behavior [ RunTime:0.000725s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000495s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Run ShowRuntime Behavior [ RunTime:0.000748s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002897s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Run ShowPageTrace Behavior [ RunTime:0.003601s ]
[ 2012-03-25T11:31:59+08:00 ] /www/read/Author/add_Content | INFO: Tag[ view_end ] --END-- [ RunTime:0.003710s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run CheckRoute Behavior [ RunTime:0.001673s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ route_check ] --END-- [ RunTime:0.001826s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000858s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000980s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004220s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | SQL: SELECT * FROM `books` WHERE ( `bookAuthorId` = '22' )  [ RunTime:0.003920s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --START--
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run LocationTemplate Behavior [ RunTime:0.000899s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_template ] --END-- [ RunTime:0.000993s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --START--
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run ParseTemplate Behavior [ RunTime:0.018139s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018244s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --START--
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run ContentReplace Behavior [ RunTime:0.000640s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run TokenBuild Behavior [ RunTime:0.000643s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000434s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run ShowRuntime Behavior [ RunTime:0.000708s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002668s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --START--
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Run ShowPageTrace Behavior [ RunTime:0.004203s ]
[ 2012-03-25T11:32:12+08:00 ] /www/read/Author/novel_List | INFO: Tag[ view_end ] --END-- [ RunTime:0.004315s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --START--
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run CheckRoute Behavior [ RunTime:0.001222s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ route_check ] --END-- [ RunTime:0.001362s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --START--
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000973s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001078s ]
[ 2012-03-25T11:32:13+08:00 ] /www/read/Author/add_Content | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004324s ]
