[ 2012-03-31T10:41:07+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run LocationTemplate Behavior [ RunTime:0.000772s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000865s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run ParseTemplate Behavior [ RunTime:0.016100s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016219s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run ContentReplace Behavior [ RunTime:0.001874s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run TokenBuild Behavior [ RunTime:0.001752s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001268s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run ShowRuntime Behavior [ RunTime:0.007694s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.013125s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001416s ]
[ 2012-03-31T16:08:36+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001524s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run CheckRoute Behavior [ RunTime:0.001417s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001584s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000898s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000997s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003290s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | SQL: SELECT * FROM `bookcontents` WHERE ( `id` = '21' )  [ RunTime:0.001433s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run LocationTemplate Behavior [ RunTime:0.000791s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000882s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run ParseTemplate Behavior [ RunTime:0.018819s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018934s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run ContentReplace Behavior [ RunTime:0.001755s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run TokenBuild Behavior [ RunTime:0.000973s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000536s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run ShowRuntime Behavior [ RunTime:0.000850s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004419s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001813s ]
[ 2012-03-31T16:08:37+08:00 ] /www/read/Author/Content_edit?id=21 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001938s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001714s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001857s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000901s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001002s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003909s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '40' ) AND ( `contentNum` = '1' )  [ RunTime:0.002480s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003216s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '40' ) LIMIT 1   [ RunTime:0.003120s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '40' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000993s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003402s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | SQL: UPDATE `booklib` SET `contentId`='1',`lastTime`='2012-03-31' WHERE ( `userId` = '22' ) AND ( `bookId` = '40' ) [ RunTime:0.001035s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.001018s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001112s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.016094s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016214s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000990s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000844s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000503s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000823s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003426s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001076s ]
[ 2012-03-31T16:08:38+08:00 ] /www/read/ebook/read/40/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001206s ]
[ 2012-03-31T16:09:23+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T16:09:23+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run CheckRoute Behavior [ RunTime:0.002175s ]
[ 2012-03-31T16:09:23+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002328s ]
[ 2012-03-31T16:09:23+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T16:09:23+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002057s ]
[ 2012-03-31T16:09:23+08:00 ] /www/read/Author/content_edit/save?id=21 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002208s ]
[ 2012-03-31T16:09:23+08:00 ] /www/read/Author/content_edit/save?id=21 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005078s ]
