[ 2012-03-26T17:08:58+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003383s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.025733s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025845s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.002043s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.002182s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003800s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.002116s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.010444s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002950s ]
[ 2012-03-26T22:20:48+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.003043s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002613s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002885s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002426s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002543s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004226s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003918s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004429s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003736s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `bookcontents` WHERE ( `booksId` = '33' ) LIMIT 1   [ RunTime:0.000343s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002766s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002868s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.024237s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024347s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.002217s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.002153s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001742s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001740s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008157s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001793s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001880s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.003576s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003770s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002965s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003104s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005750s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.006567s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005917s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.005787s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `bookcontents` WHERE ( `booksId` = '33' ) LIMIT 1   [ RunTime:0.000413s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.003419s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.003555s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.033749s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033895s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.002752s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.002959s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003661s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.002840s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012596s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.003479s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.003607s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002900s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003042s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002099s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002215s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004995s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003566s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004402s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003655s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `bookcontents` WHERE ( `booksId` = '33' ) LIMIT 1   [ RunTime:0.000381s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002511s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002618s ]
[ 2012-03-26T22:20:50+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.023558s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023665s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.001969s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.001972s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001773s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001773s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007763s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001801s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001889s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.003009s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003154s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002111s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002218s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003983s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.005341s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004406s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.004008s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `bookcontents` WHERE ( `booksId` = '33' ) LIMIT 1   [ RunTime:0.000341s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002507s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002607s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.023983s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024091s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.001994s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.001956s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001783s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001731s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007739s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001773s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001859s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002767s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002914s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002075s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002178s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004648s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.004486s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004371s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003698s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `bookcontents` WHERE ( `booksId` = '33' ) LIMIT 1   [ RunTime:0.000341s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002488s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002593s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.024991s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025098s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.001970s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.001987s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001785s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.002148s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008168s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001835s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001928s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.002878s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003035s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002104s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002209s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004301s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003826s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.004356s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003624s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `bookcontents` WHERE ( `booksId` = '33' ) LIMIT 1   [ RunTime:0.000336s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002531s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002640s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.024868s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024976s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.002017s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.001948s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001743s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001748s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007775s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002827s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002973s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run CheckRoute Behavior [ RunTime:0.001973s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002115s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001941s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002048s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.005396s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '2' )  [ RunTime:0.003617s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.005149s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.003478s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | SQL: SELECT `bookTitle` FROM `bookcontents` WHERE ( `booksId` = '33' ) LIMIT 1   [ RunTime:0.000341s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run LocationTemplate Behavior [ RunTime:0.002438s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002545s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ParseTemplate Behavior [ RunTime:0.022076s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022190s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ContentReplace Behavior [ RunTime:0.001431s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run TokenBuild Behavior [ RunTime:0.001849s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001168s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowRuntime Behavior [ RunTime:0.001827s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006554s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --START--
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001540s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001629s ]
[ 2012-03-26T22:20:51+08:00 ] /www/read/ebook/read/33/2 | INFO: Tag[ route_check ] --START--
